Payer ID,Payer Name,Institutional Claims,Professional Claims,Dental Claims,ERA,Eligibility,Attachments,Workers Comp,Secondary Support,Payer Type,Payer State
72107,LA Blue Advantage,yes,yes,no,enrollment,no,no,no,,commercial,
LACAR,LA Care Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,LA
LAMCD,LA Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,
7201,LA Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,LA
7202,LA Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,LA
MPM19,LACH HealthNet by MedPOINT,yes,yes,no,no,no,no,no,,commercial,CA
52511,Lake Area Community Health Plans (VHS),yes,yes,no,no,no,no,no,yes,commercial,
66127,Lakeside Comprehensive Healthcare,no,yes,no,no,no,no,no,no,commercial,
66125,Lakeside Medical Group,yes,yes,no,no,no,no,no,no,commercial,
LMG01,Lakeside Medical Group (Regal Lakeside),yes,yes,no,no,no,no,no,,commercial,
LIPAZ,Lakewood IPA,yes,yes,no,no,no,no,no,,,
16109,Lancaster General Health Group,yes,yes,no,no,no,no,no,yes,commercial,
ERA33,Landin Inc. ,no,no,no,enrollment,no,no,no,,,
LNDMK,Landmark Healthcare Inc,no,yes,no,enrollment,no,no,no,yes,commercial,
J1889,Landry's,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1080,Landstar Bco Wc Program,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1987,Lane County (Or),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
77684,Las Vegas Firefighters Health,yes,yes,no,no,no,no,no,yes,commercial,NV
LSMA2,LaSalle Medical Associates,yes,yes,no,enrollment,no,no,no,,,
10550,Lasso Healthcare MSA,yes,yes,no,no,no,no,no,yes,commercial,
LASSO,Lasso Healthcare MSA,yes,yes,no,no,no,no,no,yes,commercial,
LAWND,Lawndale Christian Health Center,yes,yes,no,enrollment,no,no,no,no,commercial,
52193,LBA Health Plans,yes,yes,no,enrollment,no,no,no,no,commercial,
J1998,LCTA Workers' Comp (Louisiana Commerce & Trade Association),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1527,League of Minnesota Cities Insurance Trust,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
A3565,LEON HEALTH PLANS,yes,yes,no,no,no,no,no,yes,commercial,
37316,Leon Medical Center Health Plan,yes,yes,no,no,yes,no,no,yes,commercial,
J1650,LFP Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
LIB01,Liberty Advantage,yes,yes,no,no,no,no,no,yes,commercial,
87071,Liberty Health Advantage,yes,yes,no,no,no,no,no,no,commercial,
90753,Liberty Health Share,yes,yes,no,enrollment,no,no,no,no,commercial,
C1058,Liberty Mutual ,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
33600,Liberty Mutual Insurance ,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37281,Liberty Union,yes,yes,no,enrollment,no,no,no,no,commercial,
LIFEB,Life Benefit Plan,yes,yes,no,no,Batch Only,no,no,,commercial,
33LGC,Life Gift Cards,yes,yes,no,no,no,no,no,yes,commercial,
TH120,Life Investors Insurance,no,yes,no,no,no,no,no,yes,commercial,
TH093,Life Investors of America Long ,no,yes,no,no,no,no,no,no,commercial,
25181,LIFE Pittsburgh,no,yes,no,no,no,no,no,no,commercial,
41136,Life Trac,yes,yes,no,no,no,no,no,yes,commercial,
76870,LifePath Hospice Inc,yes,yes,no,no,no,no,no,yes,commercial,
47865,LifeShield National Insurance,yes,yes,no,no,no,no,no,yes,commercial,
93093,Lifewise OR,yes,yes,no,enrollment,yes,no,no,yes,commercial,
91049,Lifewise WA,yes,yes,no,enrollment,yes,no,no,yes,commercial,WA
89486,Limited Benefit Group Supplemental,yes,yes,no,no,no,no,no,no,commercial,
ISA11,Lincoln Heritage (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
LCB01,Line Construction Benefit Fund,no,no,no,enrollment,no,no,no,no,commercial,
J2172,"Lineage Logistics Holdings, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
80264,LineCo,no,no,no,enrollment,no,no,no,,commercial,
J2133,Link Snacks (Jacks Links),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2221,"Little Caesars Of San Antonio, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
LCM01,Little Company of Mary,yes,yes,no,enrollment,no,no,no,,commercial,CA
LWIPA,Live Well IPA,yes,yes,no,no,no,no,no,no,,
67011,Local 670 Engineers,yes,yes,no,no,no,no,no,,commercial,
67022,Local 670 Engineers VIP,yes,yes,no,no,no,no,no,,commercial,
67012,Local 670 VIP,yes,yes,no,no,no,no,no,yes,commercial,
CB752,Lockard Williams,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2211,Loma Linda University,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37267,Loma Linda University Adventist ,yes,yes,no,no,no,no,no,no,commercial,
33036,Loma Linda University Healthcare,yes,yes,no,no,no,no,no,no,commercial,
LNSTR,Lone Star Medical Group PLLC,yes,yes,no,no,no,no,no,,commercial,
45289,Lone Star TPA,yes,yes,no,enrollment,no,no,no,no,commercial,
J1515,Long Beach Unified School District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
LCO01,Longevity Colorado,yes,yes,no,enrollment,no,no,no,,commercial,CO
LFL01,Longevity Florida,yes,yes,no,enrollment,no,no,no,,commercial,FL
LIL01,Longevity Illinois,yes,yes,no,enrollment,no,no,no,yes,commercial,IL
LMI01,Longevity Michigan,yes,yes,no,enrollment,no,no,no,,commercial,
LNJ01,Longevity New Jersey,yes,yes,no,enrollment,no,no,no,,commercial,NJ
LNY01,Longevity New York,yes,yes,no,enrollment,no,no,no,yes,commercial,NY
LNC01,Longevity North Carolina,yes,yes,no,enrollment,no,no,no,,,NC
LOK01,Longevity Oklahoma,yes,yes,no,enrollment,no,no,no,,commercial,OK
J2314,Los Angeles Community College District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1953,Louisiana State University,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1547,Louisiana Workers' Compensation Corporation (LWCC),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
90328,Lovelace Sandia Health Plan,yes,yes,no,no,no,no,no,yes,commercial,
J1465,Lowe's (Bunch CareSolutions),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
56756,Lower Kuskokwim School District,yes,yes,no,no,no,no,no,yes,commercial,
37175,Loyola Physician Partners,yes,yes,no,enrollment,no,no,no,,commercial,
J1081,Lsg Sky Chefs International,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1341,Luba Casualty Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
88056,Lucent Health,yes,yes,no,no,no,no,no,yes,commercial,
J1899,Lumbermen's Underwriting Alliance,yes,yes,no,no,no,yes,yes,no,workerscomp,
ISA12,Lumico Life Insurance (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
J2322,"LWP Claims Solutions, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1669,Lynwood Unified School District (CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
200,MA BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,MA
MAMC2,MA Medicaid - Health Safety Net,yes,yes,no,enrollment,no,no,no,,medicaid,
MAMCD,MA Medicaid - MassHealth,yes,yes,no,enrollment,yes,no,no,yes,medicaid,MA
14211,MA Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,MA
14212,MA Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,MA
J1343,Mackinaw Administrators,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
36334,MacNeal Health Providers CHS,yes,yes,no,enrollment,no,no,no,no,commercial,
J1345,"Macys  (Daly City) - all states except: ID, SD, MT, VT, WY, Guam",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1346,"Macys (Newport Beach) - Allowed for all states except: ID, SD, MT, VT, WY, Guam",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1347,"Macys Corporate Services -  all states except: ID, SD, MT, VT, WY, Guam",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
56139,MAESTRO HEALTH PLAN,yes,yes,no,enrollment,yes,no,no,yes,commercial,
0126E,Magellan Direct ERA,no,no,no,enrollment,no,no,no,,,
1260,Magellan Health Services,yes,yes,no,enrollment,yes,no,no,yes,commercial,
11303,Magnacare,yes,yes,no,no,yes,no,no,yes,commercial,
68062,Magnolia,yes,yes,no,enrollment,yes,no,no,yes,commercial,
PAPER,Mailed Paper Claim,yes,yes,no,no,no,yes,no,yes,commercial,
45341,Maine Community Health Options,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1082,Major League Baseball 8,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
35162,Managed Care Services LLC,yes,yes,no,no,no,no,no,yes,commercial,
MCS03,Managed Care Systems,yes,yes,no,enrollment,no,no,no,no,commercial,
22771,Managed Health Network,yes,yes,no,enrollment,yes,no,no,yes,commercial,
39186,Managed Health Services Indiana ,yes,yes,no,enrollment,yes,no,no,yes,commercial,IN
39187,Managed Health Services Wisconsin,yes,yes,no,enrollment,yes,no,no,yes,commercial,WI
86253,Manhattan Life Assurance Company of America,no,no,no,enrollment,no,no,no,,,
46000,MAPFRE,yes,yes,no,no,no,no,no,yes,commercial,
52461,March Vision Care Inc,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J2321,Markel,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
20805,Marrick Medical Finance LLC,yes,yes,no,enrollment,no,no,no,yes,commercial,
46478,Marrick WRx,yes,yes,no,no,no,no,no,no,commercial,
J1431,Marriott,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
53275,MARTINS POINT HEALTH CARE,yes,yes,no,enrollment,yes,no,no,no,commercial,
83269,Mary Washington Health Plan,yes,yes,no,enrollment,no,no,no,yes,commercial,VA
OMDBH,Maryland Medicaid Public Behavioral Health System,yes,yes,no,enrollment,no,no,no,yes,medicaid,MD
76498,Maryland Physicians Care,yes,yes,no,enrollment,yes,no,no,yes,commercial,MD
37121,Mashantucket Pequot Tribal Nation,yes,yes,no,enrollment,no,no,no,no,commercial,
86220,Mass Advantage,yes,yes,no,enrollment,yes,no,no,yes,commercial,MA
4293,Mass General Brigham Health Plan,yes,yes,no,enrollment,no,no,no,yes,commercial,MA
J1689,Massachusetts Bay Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MMPHB,Masters Mates and Pilots Program,yes,yes,no,no,no,no,no,yes,commercial,
J1736,Matheson Trucking,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TP075,Matrix Absence Management,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
27320,Max Specialty Benefits,no,yes,no,no,no,no,no,no,commercial,
J1083,Maxim Crane Works,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2348,May Trucking,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
88090,Mayo Clinic FLGA,enrollment,enrollment,no,no,no,no,no,yes,commercial,
83028,MBA Benefit Administrators Inc,yes,yes,no,enrollment,no,no,no,no,commercial,
52682,MBA TPA,yes,yes,no,no,no,no,no,,commercial,
43307,MBHP MA Behavioral Health Partnership,yes,yes,no,enrollment,no,no,no,yes,medicaid,
56205,MBS,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1084,Mc DonaldS-Mcopco,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
25160,MCA ADMINISTRATORS,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1351,MCIT,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
3833R,McLaren Advantage SNP,yes,yes,no,enrollment,no,no,no,yes,commercial,
3833A,McLaren Health Advantage,yes,yes,no,enrollment,no,no,no,yes,commercial,
38338,MCLAREN HEALTH PLAN,yes,yes,no,enrollment,no,no,no,yes,commercial,
3833C,McLaren Medicaid,yes,yes,no,enrollment,no,no,no,yes,medicaid,
3833S,McLaren Medicare Supplement,yes,yes,no,enrollment,no,no,no,yes,commercial,
3833M,McLaren State of Michigan,yes,yes,no,enrollment,no,no,no,yes,commercial,
65030,MCNA DENTAL,no,no,yes,no,no,no,no,no,commercial,
SB690,MD BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,MD
MDMCD,MD Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,MD
12302,MD Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,MD
3135M,MDwise Healthy Indiana Plan - 2019,yes,yes,no,enrollment,no,no,no,yes,,
3519M,MDwise Hoosier Healthwise - 2019,yes,yes,no,enrollment,no,no,no,yes,commercial,
MDXHI,MDX Hawaii,enrollment,enrollment,no,enrollment,no,no,no,no,commercial,
180,ME BCBS Institutional,yes,no,no,enrollment,yes,no,no,yes,bcbs,ME
680,ME BCBS Professional,no,yes,no,enrollment,yes,yes,no,yes,bcbs,ME
MEMCD,ME Medicaid,no,yes,no,enrollment,yes,no,no,yes,medicaid,ME
14011,ME Medicare Part A - HHH,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,ME
14112,ME Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,ME
J1478,Meadowbrook Insurance Group,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
74323,MedBen Newark OH,yes,yes,no,no,no,no,no,yes,commercial,
59231,MedCom,yes,yes,no,no,no,no,no,yes,commercial,
56162,MedCost Inc,yes,yes,no,enrollment,yes,no,no,no,commercial,
95321,Medfocus,no,yes,no,no,no,no,no,no,commercial,
94265,Medica,yes,yes,no,enrollment,yes,no,no,yes,commercial,
ISA13,Medica (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
MEDM1,Medica Government Programs,yes,yes,no,enrollment,no,no,no,yes,commercial,
78857,MEDICA HEALTH CARE PLAN INC,yes,yes,no,enrollment,no,no,no,yes,commercial,
71890,Medica Health Plan Solutions,yes,yes,no,enrollment,yes,no,no,yes,commercial,
12422,Medica2,yes,yes,no,enrollment,yes,no,no,yes,commercial,
MAHC1,MEDICAL ASSOCIATES HEALTH PLAN,yes,yes,no,no,yes,no,no,yes,commercial,
29076,Medical Mutual,yes,yes,no,enrollment,yes,no,no,yes,commercial,OH
62177,Medical Reimbursements of America,yes,yes,no,no,no,no,no,yes,commercial,
12057,Medical Services Initiative,yes,yes,no,no,no,no,no,yes,commercial,
MMMFL,MEDICARE AND MUCH MORE FLORIDA INCORPORATED (MMM FLORIDA),yes,yes,no,enrollment,no,no,no,yes,commercial,FL
56152,Medicare Blue HMO PPO,no,yes,no,no,no,no,no,yes,,
FBM01,MEDICARE FLORIDA BLUE,yes,yes,no,enrollment,yes,no,no,,bcbs,
5901,Medicare J5 National Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,
12M65,MEDICARE PART A CAHINV,no,no,no,no,yes,no,no,yes,medicare,
UX170,Medicare Plus Blue MI - Institutional,yes,no,no,enrollment,yes,no,no,yes,commercial,
23160,Medico Insurance Company,yes,yes,no,enrollment,no,no,no,no,commercial,
95655,MediGold,yes,yes,no,enrollment,no,no,no,yes,commercial,OH
CURTV,Mediview Curative,enrollment,enrollment,no,no,no,no,no,no,commercial,
MV440,Mediview Sendero IdealCare,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,
27005,Medova Healthcare,no,no,no,enrollment,no,no,no,,commercial,
412MP,Medpartners,yes,yes,no,no,no,no,no,no,commercial,
35205,MedPartners Administrative Services,yes,yes,no,enrollment,no,no,no,no,commercial,
J1956,MEDRISK,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
62160,MedSolutions Inc,yes,yes,no,no,no,no,no,no,commercial,
39190,MedStar Family Choice,no,no,no,no,yes,no,no,yes,medicaid,
RP062,"MedStar Family Choice, Inc (DC)",yes,yes,no,enrollment,yes,no,no,yes,commercial,
RP063,"MedStar Family Choice, Inc (MD)",yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1930,Meijer Stores,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
1047,MEMIC Casualty Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
11030,MEMIC Indemnity Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MHHNP,Memorial Hermann Health,yes,yes,no,no,no,no,no,yes,commercial,
J3781,Memorial Hermann TPA,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
85461,Memorial Medical Center - AllCare,yes,yes,no,enrollment,no,no,no,,commercial,
MMFMC,MemorialCare Medical Foundation,yes,yes,no,no,no,no,no,yes,,
MMFCS,MemorialCare Medical Foundation Cap Services,yes,yes,no,no,no,no,no,,commercial,
MMFUC,MemorialCare Medical Foundation UCI,yes,yes,no,no,no,no,no,,commercial,
46187,MemorialCare Select Health Plan,yes,yes,no,no,no,no,no,yes,commercial,
33650,Mendota Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37050,Mental Health Consultants Inc,yes,yes,no,no,no,no,no,,,
MBAM1,Merchant Benefit Administration,yes,yes,no,no,no,no,no,yes,commercial,
86087,Merchants Benefit Administration,yes,yes,no,enrollment,no,no,no,,commercial,
J2277,Mercury General Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37264,Mercy Benefit Administration,yes,yes,no,enrollment,no,no,no,yes,commercial,
43185,Mercy Benefit Administrators - Repricing,yes,yes,no,no,no,no,no,yes,commercial,
86052,Mercy Care Plan AHCCCS,yes,yes,no,no,yes,no,no,yes,commercial,AZ
33628,Mercy Maricopa Integrated Care,yes,yes,no,enrollment,yes,no,no,yes,commercial,
39114,MercyCare,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2302,Merge-Risk Mgmt IPA School District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
13189,Meridian Health Plan Illinois ,yes,yes,no,enrollment,yes,no,no,yes,commercial,
MHPMI,Meridian Health Plan Michigan Complete,yes,yes,no,enrollment,yes,no,no,yes,commercial,MI
MPSAB,Meridian PACE Solutions,yes,yes,no,enrollment,no,no,no,no,commercial,
IP097,Meritage Medical Network,yes,yes,no,enrollment,no,no,no,,commercial,CA
64157,Meritain Health,yes,yes,no,enrollment,yes,no,no,yes,commercial,
41124,Meritain Health Minneapolis,yes,yes,no,enrollment,yes,no,no,yes,commercial,
65113,Metcare Health Plans Inc,yes,yes,no,no,no,no,no,no,commercial,
J4186,Metro North (New York MTA) - CORVEL,yes,yes,no,no,no,yes,yes,,workerscomp,
13265,Metro Plus Health Plan,yes,yes,no,enrollment,enrollment,no,no,yes,commercial,
J1355,Metropolitan Council,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1238,Metropolitan Transit Authority of Harris County,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TH068,Metrowest HealthPlan,no,yes,no,no,no,no,no,no,commercial,
TH069,Metrowest Star Medicaid,no,yes,no,no,no,no,no,no,commercial,
MIBLS,MI BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,MI
MIBLI,MI BCBS - Institutional Eligibility,no,no,no,no,yes,no,no,,bcbs,
MIFEP,MI BCBS FEP,yes,yes,no,enrollment,enrollment,no,no,no,bcbs,
SB711,MI Blue Care Network,yes,yes,no,enrollment,enrollment,no,no,yes,commercial,MI
MIMCD,MI MEDICAID,enrollment,enrollment,no,enrollment,enrollment,no,no,yes,medicaid,MI
MIMC2,MI Medicaid - BCCCP,enrollment,enrollment,no,enrollment,no,no,no,,medicaid,
8201,MI Medicare Part A,enrollment,no,no,enrollment,no,yes,no,yes,medicare,MI
8202,MI Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,MI
SX170,MI Medicare Plus Blue,no,yes,no,enrollment,enrollment,no,no,yes,commercial,MI
J2280,Michael Kors,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ERA34,Michigan Commercial Ins. Mutual (MCIM) ,no,no,no,enrollment,no,no,no,,commercial,
J1988,Michigan Millers Mutual,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
22823,Mid America Benefits,yes,yes,no,enrollment,no,no,no,yes,commercial,
77012,MidCoast IPA,no,yes,no,no,no,no,no,no,commercial,
47080,Midlands Choice Inc,yes,yes,no,no,no,no,no,yes,commercial,
J1119,"Midwest Drywall  (Except CA, NM, NV)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1051,Midwest Family Mutual,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1685,Midwest Family Mutual Insurance Co (Work Comp Only),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
76079,Midwest Health Partners,yes,yes,no,no,no,no,no,yes,commercial,
MHP77,Midwest Health Plan,yes,yes,no,no,no,no,no,yes,commercial,
10895,Midwest Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ERA25,"Midwest Operating Engineers, Fringe Benefit Fund",no,no,no,enrollment,no,no,no,,commercial,
ERA43,Midwestern Insurance Alliance,no,no,no,enrollment,no,no,no,,commercial,
J1482,Millard Refrigerated,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MPMG1,Mills Peninsula Medical Group (SPS - Sutter),yes,yes,no,no,no,no,no,no,commercial,
ERA42,"Mirra Health Care, LLC",no,no,no,enrollment,no,no,no,,commercial,
STJOE,Mission St Joseph Heritage Healt,yes,yes,no,no,no,no,no,yes,commercial,
64084,Mississippi Physicians Care Network,yes,yes,no,no,no,no,no,yes,commercial,
37275,Missoula County Medical Benefits,enrollment,enrollment,no,no,no,no,no,no,commercial,MT
J1085,Mitchell Energy & Devel,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1692,Mitsui Sumitomo Insurance Group - Toyota Claims Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1694,Mitsui Sumitomo Insurance USA Inc. - Toyota Claim Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1622,MMIC,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
41154,MMSI,yes,yes,no,no,no,no,no,yes,commercial,
720,MN BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,MN
BLRDE,MN BCBS - BlueRide Transportation,yes,yes,no,enrollment,yes,no,no,,bcbs,MN
722,MN Blue Medicare Advantage,yes,yes,no,enrollment,no,yes,no,,commercial,MN
J2094,MN Insurance Guarantee Association,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MNMCD,MN Medicaid,enrollment,enrollment,no,enrollment,yes,yes,no,yes,medicaid,MN
6201,MN Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,MN
6202,MN Medicare Part B ,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,MN
J1436,MN-Department of Labor,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
241,MO BCBS,yes,yes,no,enrollment,yes,yes,no,yes,bcbs,MT
MOMCD,MO Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,MO
5301,MO Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,MO
5302,MO Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,MO
13350,Moda Health,yes,yes,no,enrollment,yes,no,no,yes,commercial,
45979,MOE Funds,yes,yes,no,no,no,no,no,yes,commercial,
MCC01,Molina Complete Care of  Arizona,yes,yes,no,enrollment,no,no,no,no,,AZ
MCC02,Molina Complete Care of Virginia,yes,yes,no,enrollment,yes,no,no,yes,commercial,
38333,Molina Healthcare of CALIFORNIA,yes,yes,no,enrollment,yes,no,no,yes,commercial,CA
33373,Molina Healthcare of California (Encounters Only),yes,yes,no,no,no,no,no,yes,commercial,
51062,Molina Healthcare of Florida,yes,yes,no,enrollment,yes,no,no,yes,commercial,FL
61799,Molina Healthcare of Idaho,yes,yes,no,enrollment,yes,no,no,yes,commercial,ID
20934,Molina Healthcare of Illinois,yes,yes,no,enrollment,yes,no,no,yes,commercial,
MLNIA,Molina Healthcare of Iowa,yes,yes,no,enrollment,yes,no,no,yes,commercial,
38334,Molina Healthcare of MICHIGAN,yes,yes,no,enrollment,yes,no,no,yes,commercial,MI
77010,Molina Healthcare of Mississippi,yes,yes,no,enrollment,no,no,no,yes,commercial,MS
MLNNE,Molina Healthcare of Nebraska,yes,yes,no,enrollment,no,no,no,yes,commercial,
MLNNV,Molina Healthcare of Nevada,yes,yes,no,enrollment,yes,no,no,yes,commercial,
9824,Molina Healthcare of New Mexico,yes,yes,no,enrollment,yes,no,no,yes,commercial,NM
4423,Molina Healthcare of New Mexico SCI,yes,yes,no,enrollment,no,no,no,yes,commercial,
16146,Molina Healthcare of New York,yes,yes,no,enrollment,no,no,no,yes,commercial,
20149,Molina Healthcare of Ohio,yes,yes,no,enrollment,yes,no,no,yes,commercial,OH
20554,Molina Healthcare of Texas,yes,yes,no,enrollment,yes,no,no,yes,commercial,TX
38336,Molina Healthcare of Washington,yes,yes,no,enrollment,yes,no,no,yes,commercial,WA
43174,Molina Healthcare of Washington (Encounters Only),no,yes,no,no,no,no,no,yes,,WA
ABRI1,MOLINA HEALTHCARE Of WI,yes,yes,no,enrollment,yes,no,no,yes,commercial,
46299,Molina Healthcare South Carolina,yes,yes,no,enrollment,yes,no,no,yes,commercial,
SX109,Molina Healthcare Utah,no,yes,no,enrollment,yes,no,no,yes,commercial,UT
V0073,MOLINA MARCH VISION,yes,yes,no,enrollment,no,no,no,,medicaid,OH
73,MOLINA OHIO MEDICAID,yes,yes,no,enrollment,no,no,no,yes,medicaid,OH
IP095,Monarch IPA,enrollment,enrollment,no,no,no,no,no,yes,commercial,CA
50749,Mondial Assistance,yes,yes,no,no,no,no,no,yes,commercial,
16098,Monitor Life Insurance Company,no,yes,no,enrollment,no,no,no,yes,commercial,
1759,Monitor Life Insurance Company of New York,yes,no,no,enrollment,no,no,no,,commercial,
J2893,Montana State Fund - WC,yes,yes,no,no,no,yes,yes,,workerscomp,MT
13174,Montefiore Contract Management Organization,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2219,Monterey Bay Area Self Insurance Authority,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1424,Montgomery,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1890,Montgomery County Self-Insurance Program (MD),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
A0179,Montgomery County Texas,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
46161,Montifiore HMO,yes,yes,no,no,no,no,no,yes,commercial,
J1530,Monument Administrators - Cornerstone Comp,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TRP1E,Monumental Life Insurance Company,yes,yes,no,no,no,no,no,yes,commercial,
TRCLF,"Monumental Life Insurance Company (Cedar Rapids, IA)",yes,yes,no,no,no,no,no,yes,commercial,
TLINS,"Monumental Life Insurance Company (Little Rock, AR)",yes,yes,no,no,no,no,no,yes,commercial,
TRLTC,Monumental Life Insurance Company(Hurst & Plano TX),yes,yes,no,no,no,no,no,yes,commercial,
TRP1P,"Monumental Life Insurance Company(Plano, TX)",no,yes,no,no,no,no,no,yes,commercial,
J1651,Morongo Basin Transit Authority (CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
35092,MORRIS ASSOCIATES,yes,yes,no,enrollment,no,no,no,no,commercial,
J1086,Morris Material Handling,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1087,"Morrison Health Care, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
U7632,MotivHealth,yes,yes,no,enrollment,no,no,no,yes,commercial,
37233,MPE Services Inc,yes,yes,no,enrollment,no,no,no,no,commercial,
MPM16,MPM Prospect,yes,yes,no,no,no,no,no,yes,commercial,
