"Payer ID","Payer Name","Institutional Claims","Professional Claims","Dental Claims",ERA,Eligibility,Attachments,"Workers Comp","Secondary Support","Payer Type","Payer State","Eligibility Category"
ICRCL,"iCircle of New York",yes,yes,no,enrollment,no,no,no,yes,commercial,NY,
J4449,"ICW Casualty Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
27847,"ICW Insurance Co of the West",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4448,"ICW National Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4450,"ICW Premier Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
SB612,"ID Blue Cross",yes,yes,no,enrollment,yes,no,no,yes,bcbs,ID,"Non Prime"
00611,"ID Blue Shield",yes,yes,no,enrollment,yes,no,no,yes,bcbs,ID,Prime
SKID0,"ID Medicaid",no,yes,no,enrollment,yes,no,no,yes,medicaid,ID,Prime
02202,"ID Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,ID,Prime
97661,"IEC Group AmeriBen",yes,yes,no,no,no,no,no,yes,commercial,,
86304,"IHC Administrative Services",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J2360,"Iheart Media, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
00621,"IL BCBS",yes,yes,no,enrollment,yes,no,no,yes,bcbs,IL,Prime
IL621,"IL Medicaid",yes,yes,no,enrollment,yes,no,no,yes,medicaid,IL,Prime
06101,"IL Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,IL,Prime
00952,"IL Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,IL,Prime
J3984,"Illinois Insurance Guaranty Fund (IIGF) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
IPA99,"Illinois Physicians Alliance IPA",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4249,"Illinois Risk Management Services (IRMS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3344,"Illinois State Toll Highway Authority (IL, IN, WI only) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
72091,"IMA of Louisiana Inc.",yes,yes,no,no,no,no,no,no,commercial,,
64556,"IMA, INC",yes,yes,no,enrollment,no,no,no,yes,commercial,,
48143,"IMAGINE360 ADMINISTRATORS (GPA)",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
41600,IMcare,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
IH400,"Impact Health Share Inc.",yes,yes,no,enrollment,no,no,no,yes,commercial,,
MPM68,"Imperial County Physicians Medical Group",yes,yes,no,no,no,no,no,yes,commercial,,
IHHMG,"Imperial Health Holdings Medical Group",yes,yes,no,no,no,no,no,,,,
IHP01,"Imperial Health Plan of California, Inc.",yes,yes,no,no,no,no,no,,commercial,CA,
IEXNV,"Imperial Insurance Companies INC EXCHANGE NV",yes,yes,no,no,no,no,no,,,,
IEXTX,"Imperial Insurance Companies INC EXCHANGE TX",yes,yes,no,no,no,no,no,,commercial,,
IEXUT,"Imperial Insurance Companies INC EXCHANGE UT",yes,yes,no,no,no,no,no,,,,
IICTX,"Imperial Insurance Company of Texas",yes,yes,no,no,no,no,no,,commercial,TX,
56132,"IMS TPA",yes,yes,no,no,no,no,no,yes,commercial,,
56155,IMS-TrialCard,yes,yes,no,no,no,no,no,yes,commercial,,
J3930,IMT,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
86070,"IMX Easy",yes,yes,no,no,no,no,no,no,commercial,,
00130,"IN BCBS Institutional",yes,no,no,enrollment,yes,yes,no,yes,bcbs,IN,Prime
00630,"IN BCBS Professional",no,yes,no,enrollment,yes,yes,no,yes,bcbs,IN,Prime
INMCD,"IN Medicaid",yes,yes,no,enrollment,yes,no,no,yes,medicaid,IN,Prime
08101,"IN Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,IN,Prime
08102,"IN Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,IN,Prime
18151,"IncentiCare (BeniComp)",yes,yes,no,no,no,no,no,no,commercial,,
40585,"INDECS Corporation",yes,yes,no,enrollment,no,no,no,yes,commercial,,
TA720,"Independence Administrators",yes,yes,no,enrollment,yes,no,no,yes,bcbs,,Prime
TA72E,"Independence Administrators - ERA Only",no,no,no,enrollment,no,no,no,,,,
CB231,"Independence American Insurance Company",yes,yes,no,no,no,no,no,yes,commercial,,
54704,"Independence Blue Cross Blue Shield",yes,yes,no,enrollment,yes,no,no,yes,bcbs,PA,Prime
91164,"INDEPENDENT CLINICS OF WASHINGTON (ICW)",yes,yes,no,no,no,no,no,yes,commercial,,
95308,"Independent Health",enrollment,enrollment,no,enrollment,yes,no,no,yes,commercial,,Prime
00290,"Indian Health Services",yes,yes,no,no,no,no,no,yes,commercial,,
J3960,"Indiana Farmers Mutual - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1425,"Indiana Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4447,"Indiana Public Employers Plan (IPEP) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4428,"Indiana University Health Medical Center Campus Controlled Insurance Program (IUHMCC)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
95444,"INDIANA UNIVERSITY HEALTH PLAN",yes,yes,no,enrollment,no,no,no,yes,commercial,IN,
IUHPL,"Indiana University health Plan Commercial",yes,yes,no,no,no,no,no,yes,,,
31053,"Individual Health Insurance Comp",yes,yes,no,enrollment,yes,no,no,yes,commercial,,"Non Prime"
J4642,"Industrial Commissions of Arizona - Special Fund Division (ICA) - CORVEL",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
43471,"INETICO INC",yes,yes,no,enrollment,no,no,no,yes,commercial,,
38343,"Ingham Health Plan Corporation",yes,yes,no,enrollment,no,no,no,,commercial,,
J1907,"Ingles Markets",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4515,"INGRAM MICRO INC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3826,"Injury Care Services",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3798,"Injury Management Organization  (IMO)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
IEHP1,"Inland Empire Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,CA,Prime
IECCA,"Inland Empire health Plan (Covered California)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
98481,"Innermark TPA",yes,yes,no,no,no,no,no,yes,,,
31172,"Innovante Benefit Administrators",yes,yes,no,no,no,no,no,yes,commercial,,
40025,"Innovation Health",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1599,"Innovative Claim Solutions (ICS) - Rancho Cordova",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1601,"Innovative Claim Solutions (ICS) - San Ramon",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
04320,"INNOVATIVE HEALTHWARE SOLUTIONS",yes,yes,no,no,no,no,no,,commercial,,
IIHPO,"Innovative Integrated Health, Inc.",yes,yes,no,enrollment,no,no,no,,commercial,,
32324,"Innovative Partners LP",yes,yes,no,no,no,no,no,yes,,,
J2152,"Innovative Risk Management (IRM)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
VAICE,"INS HEALTH SERVICES (IMMIGRATION HEALTH SERVICES)",yes,yes,no,enrollment,no,no,no,,commercial,,
J3948,Inservco,yes,yes,no,no,no,yes,yes,,workerscomp,,
J1073,"Insilco Corp",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
37279,"Insurance Administrator of America",no,no,no,enrollment,no,no,no,yes,commercial,,
13315,"Insurance Design Administrators",no,no,no,enrollment,no,no,no,yes,commercial,,
IMSMS,"Insurance Management Services",yes,yes,no,enrollment,no,no,no,yes,commercial,,
11889,"Insurance Systems, Inc.",yes,yes,no,enrollment,no,no,no,no,commercial,,
51020,"Integra Administrative Group Sea",yes,yes,no,enrollment,no,no,no,yes,commercial,,
31127,"Integra Group",yes,yes,no,enrollment,no,no,no,yes,commercial,,
INET1,INTEGRANET,yes,yes,no,enrollment,no,no,no,yes,commercial,,
MPM26,"Integrated Health Partners",yes,yes,no,enrollment,no,no,no,,,,
IHCS1,"Integrated Homecare Services",yes,yes,no,enrollment,no,no,no,,commercial,,
20050,"Integrated Medical Solutions LLC",yes,yes,no,no,no,no,no,no,commercial,,
ERA23,"Integrity Administrators, Inc.",no,no,no,enrollment,no,no,no,,commercial,,
14303,"Integrity Insurance Co.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
87765,"INTERACTIVE MEDICAL SYSTEMS",yes,yes,no,enrollment,no,no,no,,,,
J1542,Intercare,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4252,"Intercare Holdings for City and County of San Francisco",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1957,"Intercare Holdings Insurance Services, Inc. - CA Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
SX079,"InterCounty Health Plan PA",no,enrollment,no,enrollment,no,no,no,yes,bcbs,PA,
J3352,"Intergovernmental Risk Management Agency (IRMA) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
23287,"Intergroup Services Corporation",yes,yes,no,no,no,no,no,yes,commercial,,
J1810,"Interinsurance Exchange of the Automobile Club",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2243,"Intermountain Healthcare.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
ITST2,"Internal Test Payer ID",no,yes,no,no,no,yes,no,,medicaid,,
ITST3,"Internal Test Payer ID",no,no,no,no,yes,no,no,,bcbs,,Prime
11329,"International Benefit Administrator",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
48603,"International Brotherhood of Boilermakers",yes,yes,no,no,no,no,no,no,commercial,,
39182,"INTERNATIONAL FUNDING LTD",yes,yes,no,no,no,no,no,yes,commercial,,
IMGIN,"International Medical Group",yes,yes,no,no,no,no,no,yes,commercial,,
J4629,"Interstate Cleaning Corporation - CORVEL",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
84137,"InterWest Health Acceptius Gatew",yes,yes,no,no,no,no,no,no,commercial,,
40753,"Invicta Health Solutions",yes,yes,no,no,no,no,no,,,,
RP075,"IOWA HEALTH ADVANTAGE",yes,yes,no,enrollment,no,no,no,,commercial,,
J4568,"Iowa Municipalities Workers Compensation Association (IMWCA)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2364,"Iowa Select Farms",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1887,"IPMG Claims Management Services (Insurance Program Managers Group)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
SAGE1,"IPS SAGE 1",yes,yes,no,no,no,no,no,,commercial,,
15060,IQVIA,yes,yes,no,no,no,no,no,no,,,
J1074,"Irex Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1075,"Ironworking Contract I.P.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3794,"Island Insurance Companies",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ISOSH,ISO,yes,yes,no,no,no,no,no,,commercial,,
J2276,"ISS Facility Services",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1911,iSurity,no,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4262,IWIF,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
A0138,"J B Hunt Transport Inc. ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3827,"J&L Risk Mgmt Consultants, Inc.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
04901,"J04911 Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,,Prime
J3325,J3325,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4245,"Jackson Family Wines - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4326,"Jackson Food Stores, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
NMM07,"JADE Health Care Medical Group",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4214,"Jag Source LLC",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
JAI01,"Jai Medical Systems MCO",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3331,"Jefferson County Commission (AL)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
IHS02,"JERICHO SHARE",yes,yes,no,no,no,no,no,yes,commercial,,
ERA27,"JFP Benefit Management, Inc.",no,no,no,enrollment,no,no,no,,,,
J1006,"JI Specialty Services",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
JLSFE,"JLS Family Enterprises (dba League Medical Concepts)",yes,yes,no,enrollment,no,no,no,,,,
J4535,"JM Smucker (Smuckers)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
JMH01,"John Muir Physician Network",yes,yes,no,no,no,no,no,yes,commercial,,
ERA55,"Johns Eastern Company, Inc. - ERA ONLY",no,no,no,enrollment,no,no,no,,,,
52189,"Johns Hopkins Healthcare",yes,yes,no,enrollment,no,no,no,yes,commercial,,
52123,"Johns Hopkins Healthcare USFHP",yes,yes,no,enrollment,no,no,no,yes,commercial,,
JHHCG,"Johns Hopkins Home Care Group",no,yes,no,no,no,no,no,yes,commercial,,
J4455,"Johnston & Associates, OccuSure Claims Services, and Compass",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1076,"Jones Truck Lines,Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
43178,"Joplin Claims",yes,yes,no,enrollment,no,no,no,yes,commercial,,
98471,"Jordan Valley Senior Care",yes,yes,no,no,no,no,no,,commercial,,
34136,"JP Farley Corporation",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3783,JSL,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4199,"Julio & Sons Company - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1077,"Juvenile Jail Facility Management",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2JVL,"JVHL Meridian Health Plan of MI (Health Plan of Michigan)",no,enrollment,no,no,no,no,no,yes,commercial,,
J3800,"JWF Specialty",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3848,"JWF Specialty",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
94135,"Kaiser Foundation Health Plan of Northern CA Region",yes,yes,no,enrollment,yes,no,no,yes,commercial,CA,"Non Prime"
94134,"Kaiser Foundation Health Plan of Southern CA Region",yes,yes,no,enrollment,yes,no,no,yes,commercial,CA,"Non Prime"
52095,"Kaiser Foundation Health Plan of the MidAtlantic States Inc",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
91051,"Kaiser Foundation Health Plan Washington",yes,yes,no,enrollment,yes,no,no,yes,commercial,WA,"Non Prime"
93079,"Kaiser Foundation of the Northwest",yes,yes,no,enrollment,no,no,no,yes,commercial,,
94123,"Kaiser Hawaii",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
21313,"Kaiser Health Plan Inc Georgia",yes,yes,no,enrollment,yes,no,no,yes,commercial,GA,Prime
94320,"Kaiser PPO",yes,yes,no,enrollment,no,no,no,yes,commercial,,
KCIPA,"Kane County IPA",yes,yes,no,enrollment,no,no,no,no,commercial,,
35463,"KB Medical Practice PC / Empire Medical Practice, PC",yes,yes,no,no,no,no,no,no,,,
47171,"KC BCBS",yes,yes,no,enrollment,yes,no,no,yes,bcbs,KS,Prime
J1078,"KCI Holdings USA",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1498,"Keenan and Associates",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
KEE01,"Keenan and Associates",yes,yes,no,enrollment,no,no,no,yes,commercial,CA,
C0112,"Keenan and Associates NM",no,no,no,enrollment,no,no,yes,,workerscomp,,
95279,"Keenan Associates CA",yes,yes,no,enrollment,no,no,no,yes,commercial,CA,
J3343,"Kelley Amerit Holdings, LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1803,"Kellogg Companies",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
KELSE,"Kelsey Seybold",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
ISA09,"Kemper Health/United Insurance (Medicare Supplement)",no,no,no,enrollment,no,no,no,,medicare,,
73100,"Kempton Company",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1079,"Ken Davis Industries Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4661,"Kentucky Association of Counties (KACo)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3680,"Kentucky Employers Mutual Insurance - KEMI",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
82357,"Kentucky Health Administrators (KHA)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
MPM66,"Kern County Hospital Authority KERN",yes,yes,no,no,no,no,no,yes,commercial,,
77039,"Kern Health Systems",yes,yes,no,enrollment,no,no,no,yes,commercial,CA,
89890,"Kern Legacy Health Plan",yes,yes,no,no,no,no,no,yes,commercial,,
J3335,"Kern Medical Surgery Center",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2275,"Kerry Holding Co.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4364,"Keurig Dr Pepper Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
37217,"Key Benefit Administrators Indiana",yes,yes,no,enrollment,no,no,no,yes,commercial,,
35317,"KEY GAP",no,no,no,enrollment,no,no,no,yes,commercial,,
IP082,"Key Medical Group",yes,yes,no,enrollment,no,no,no,no,commercial,,
IP083,"Key Medical Group - Medicare Advantage",yes,yes,no,enrollment,no,no,no,no,commercial,,
J1521,"Key Risk Management Services LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
37321,"Key Select",no,no,no,enrollment,no,no,no,yes,commercial,,
KCMD1,"KeyCare (MD)",yes,yes,no,no,yes,no,no,,commercial,,Prime
30070,"KEYSTONE FIRST CHIP",yes,yes,no,enrollment,no,no,no,,,,
42344,"Keystone First Community HealthChoices",yes,yes,no,enrollment,yes,yes,no,yes,commercial,,Prime
77741,"Keystone First VIP Choice",yes,yes,no,enrollment,yes,yes,no,yes,medicaid,PA,Prime
95056,"Keystone Health Plan East IBC (9803745)",yes,yes,no,enrollment,yes,no,no,yes,bcbs,,Prime
SX056,"Keystone Health Plan West PA",no,enrollment,no,enrollment,no,no,no,yes,bcbs,,
23284,"Keystone Mercy Health Plan",yes,yes,no,enrollment,yes,yes,no,yes,commercial,,"Non Prime"
J3925,"Kikkoman Foods Inc - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4016,"King County Workmans Comp",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4130,"King's Hawaiian Holding Company, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1614,"Kirkland's, Inc.auto",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
31147,"Klais and Co",yes,yes,no,no,no,no,no,no,commercial,,
34145,"Klais Company",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3330,"Knoxville Utilities Board (Tn) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
65871,"Koan Risk Solutions",yes,yes,no,no,no,no,no,no,commercial,,
J1986,"Koch Foods, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
KAMG1,"Korean American Medical Group",yes,yes,no,no,no,no,no,yes,commercial,,
KOVA1,"Kova Healthcare, Inc.",yes,yes,no,enrollment,no,no,no,yes,,,
J4060,"Krasdale Foods - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2327,"Kroger Co.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
47163,"KS BCBS",yes,yes,no,enrollment,yes,no,no,yes,bcbs,KS,Prime
KSMCD,"KS Medicaid",yes,yes,no,enrollment,yes,no,no,yes,medicaid,KS,"Non Prime"
05201,"KS Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,KS,Prime
05202,"KS Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,KS,Prime
ISA10,"KSKJ Life (Medicare Supplement)",no,no,no,enrollment,no,no,no,,medicare,,
57610,"Kuspuk School District",yes,yes,no,no,no,no,no,yes,,,
00160,"KY BCBS Institutional",yes,no,no,enrollment,yes,yes,no,yes,bcbs,KY,Prime
00660,"KY BCBS Professional",no,yes,no,enrollment,yes,yes,no,yes,bcbs,KY,Prime
KYMCD,"KY Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,KY,Prime
15101,"KY Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,,Prime
15102,"KY Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,KY,Prime
23738,"LA BCBS",enrollment,enrollment,no,enrollment,yes,no,no,yes,bcbs,LA,"Non Prime"
72107,"LA Blue Advantage",yes,yes,no,enrollment,yes,no,no,,commercial,,Prime
LACAR,"LA Care Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,LA,Prime
LAMCD,"LA Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,LA,"Non Prime"
07201,"LA Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,LA,Prime
07202,"LA Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,LA,Prime
J4370,"La Vega ISD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MPM19,"LACH HealthNet by MedPOINT",yes,yes,no,no,no,no,no,,commercial,CA,
52511,"Lake Area Community Health Plans (VHS)",yes,yes,no,no,no,no,no,yes,commercial,,
LMG01,"Lakeside Medical Group (Regal Lakeside)",yes,yes,no,no,no,no,no,,commercial,,
LIPAZ,"Lakewood IPA",yes,yes,no,no,no,no,no,,,,
16109,"Lancaster General Health Group",yes,yes,no,no,no,no,no,yes,commercial,,
J3808,Landin,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ERA33,"Landin Inc. ",no,no,no,enrollment,no,no,no,,,,
LNDMK,"Landmark Healthcare Inc",no,yes,no,enrollment,no,no,no,yes,commercial,,
J1889,Landry's,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1080,"Landstar Bco Wc Program",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4337,"Lane Bryant (Sycamore Partners) DOI Before 12/31/2022 - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4409,"Lane Bryant (Sycamore Partners) DOI on/after 12/23/2022 - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1987,"Lane County (Or)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3944,"Lapoyner ISD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4200,"Larry Flynt Publications - Guaranteed Cost - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
77684,"Las Vegas Firefighters Health",yes,yes,no,no,no,no,no,yes,commercial,NV,
J4017,"Las Vegas Sands Corp",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4331,"Las Vegas Valley Water District - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
LSMA2,"LaSalle Medical Associates",yes,yes,no,enrollment,no,no,no,yes,,,
10550,"Lasso Healthcare MSA",yes,yes,no,no,no,no,no,yes,commercial,,
LAWND,"Lawndale Christian Health Center",yes,yes,no,enrollment,no,no,no,no,commercial,,
R3466,"LAWNDALE PACE",yes,yes,no,enrollment,no,no,no,,,,
J4345,"Lazydays Holdings, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1998,"LCTA Workers' Comp (Louisiana Commerce & Trade Association)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1527,"League of Minnesota Cities Insurance Trust",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1136,"Lemonade Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4215,"Lennox International - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4498,"Leon County",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3987,"Leon County Schools - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
A3565,"LEON HEALTH PLANS",yes,yes,no,enrollment,no,no,no,yes,commercial,,
37316,"Leon Medical Center Health Plan",yes,yes,no,no,no,no,no,yes,commercial,,
J4392,"Leprino Foods Company - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4335,Lexicon,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1650,"LFP Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
17380,"LHS Government Operations",yes,yes,no,no,no,no,no,,,,
LIB01,"Liberty Advantage",yes,yes,no,no,no,no,no,yes,commercial,,
90753,"Liberty Health Share",yes,yes,no,enrollment,no,no,no,no,commercial,,
C1058,"Liberty Mutual ",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
33600,"Liberty Mutual Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
37281,"Liberty Union",yes,yes,no,enrollment,no,no,no,yes,commercial,,
LIFEB,"Life Benefit Plan",yes,yes,no,no,"Batch Only",no,no,,commercial,,
J4554,"Life Care Services LLC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
25181,"LIFE Pittsburgh",yes,yes,no,enrollment,no,no,no,no,commercial,,
R3473,"LIFE ST. FRANCIS",yes,yes,no,enrollment,no,no,no,,,,
J4101,"Life Time, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
41136,"Life Trac",yes,yes,no,no,no,no,no,yes,commercial,,
71498,"LifeCircles PACE",yes,yes,no,no,no,no,no,,,,
47865,"LifeShield National Insurance",yes,yes,no,no,no,no,no,yes,commercial,,
J4066,"Lifespan Corporation - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4236,"Lifetime Brands, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
93093,"Lifewise OR",yes,yes,no,enrollment,no,no,no,yes,commercial,,
91049,"Lifewise WA",yes,yes,no,enrollment,yes,no,no,yes,commercial,WA,Prime
LWA01,"LIFEWORKS ADVANTAGE",yes,yes,no,enrollment,yes,no,no,,commercial,,Prime
89486,"Limited Benefit Group Supplemental",yes,yes,no,no,no,no,no,no,commercial,,
ISA11,"Lincoln Heritage (Medicare Supplement)",no,no,no,enrollment,no,no,no,,medicare,,
LCB01,"Line Construction Benefit Fund",no,no,no,enrollment,no,no,no,no,commercial,,
J2172,"Lineage Logistics Holdings, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
80264,LineCo,no,no,no,enrollment,no,no,no,,commercial,,
J2133,"Link Snacks (Jacks Links)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3802,"Lion Farms (Part of Tristar Risk Management)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3803,"Lion Raisins (Part of Tristar Risk Management)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3730,"Lithia Motors, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2221,"Little Caesars Of San Antonio, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
LCM01,"Little Company of Mary",yes,yes,no,enrollment,no,no,no,,commercial,CA,
LWIPA,"Live Well IPA",yes,yes,no,enrollment,no,no,no,no,,,
J4204,"LMH Residence Services, LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
